handle,real_name,primary_platform,follower_count,niche,best_recent_post_url,personalization_hook,contact_channel,date_messaged,status,notes
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
,,,,,,,,,new,
